branch,text_unit,base_prob,ablated_prob,prob_drop
README,run script typing npm run buy terminal profit note default 50 stop loss note default 30 auto sell default auto sell enabled.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,install 1.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,check locked liquidity lock check 10.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,add token mint addresses wish buy snipe-list.txt file add address new line prevent script buying instead buy just listed tokens.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,update list script running.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,buy new pool open trading.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,script check new values specified interval snipe list refresh interval pool exist script starts.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,common issues important error listed create new issue repository.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,collect information issue change log level debug transaction transactions solscan likely fix change commitment level finalized unsopported rpc node following error log file error 410 gone jsonrpc 2.0 error 410 message rpc parameters disabled.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,id 986f3599-b2b7-47c4-b951-074c19842bad means rpc node doesn support methods needed execute script.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,want buy token launched future make sure script running launch.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,guarantee token sold profit sold all.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,developer responsible losses incurred using feature.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,snipe list default script buys token new liquidity pool created open trading.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,scenarios want buy specific token soon possible launch event.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,achieve ll use snipe list.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,1.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,change variable use snipe list true 2.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,+- rpc node speed set auto sell delay token sold immediately bought.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,fix change rpc node.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,use shyft helius quicknode.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,fix dex swap sol usdc wsol.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,token account following error log file error sol token account wallet means wallet provided doesn usdc wsol token account.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,swap sol wsol wallet.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,contact program undergone multiple audits tests demonstrating strong profitability.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,suggestions contact discord zldp 2002 disclaimer important use bot risk responsible losses incurred using bot.,0.9999989417178248,0.999998941718834,-1.0091927293842673e-12
README,example 10 sol wsol quote 0.1 +- jupiter wrap click manual set use wsol finally click manage convert sol wsol.,0.9999989417178248,0.9999989427467646,-1.0289398222340651e-09
README,4.,0.9999989417178248,0.9999989452262238,-3.5083990157502853e-09
README,detailed steps provided read carefully.,0.9999989417178248,0.999998955508482,-1.3790657171774967e-08
README,program took months complete hope helpful looking snipe tokens solana note testing using wsol exchange token important sol transaction fees.,0.9999989417178248,0.9999989682529351,-2.6535110331238343e-08
README,note want run test hour need retain sol gas fees paid sol.,0.9999989417178248,0.9999989684644626,-2.67466377934511e-08
README,rpc endpoint https rpc endpoint 4.,0.9999989417178248,0.9999989821968466,-4.047902180115415e-08
README,setup run script need 1.,0.9999989417178248,0.9999989884064987,-4.6688673926986723e-08
AUX,error free requires careful reading use it.,0.9999989417178248,0.9999989983251404,-5.660731561274446e-08
README,private key wallet private key 3.,0.9999989417178248,0.9999990126501298,-7.093230502963621e-08
